name,iso_country,municipality,iata_code,,,,
Defiance Memorial Airport,US,Defiance,DFI,,,,
Deir ez-Zor Air Base,SY,Deir ez-Zor,DEZ,,,,
Nop Goliat Airport,ID,Dekai - Yahukimo,DEX,,,,
Coleman A. Young Municipal Airport,US,Detroit,DET,,,,
Desroches Airport,SC,Desroches Island,DES,,,,
Derim Airport,PG,Derim,DER,,,,
Daporijo Airport,IN,Daporijo,DEP,,,,
Denver International Airport,US,Denver,DEN,,,,
Dembidollo Airport,ET,Dembidollo,DEM,,,,
Indira Gandhi International Airport,IN,New Delhi,DEL,,,,
Denis Island Airport,SC,Denis Island,DEI,,,,
Decorah Municipal Airport,US,Decorah,DEH,,,,
Dezful Airport,IR,,DEF,,,,
Mendeleyevo Airport,RU,Kunashir Island,DEE,,,,
Dehradun Airport,IN,Dehradun,DED,,,,
Decatur Airport,US,Decatur,DEC,,,,
Debrecen International Airport,HU,Debrecen,DEB,,,,
Dera Ghazi Khan Airport,PK,Dera Ghazi Khan,DEA,,,,
Dadu West Airport,PK,Dadu,DDU,,,,
Dadu Airport,PK,Dadu,DDU,,,,
Dorado Beach Airport,PR,Dorado,DDP,,,,
Delta Downs Airport,AU,,DDN,,,,
Dodoima Airport,PG,,DDM,,,,
Dandong Airport,CN,Dandong,DDG,,,,
Dhaalu Atoll Airport,MV,Kudahuvadhoo,DDD,,,,
Dodge City Regional Airport,US,Dodge City,DDC,,,,
Daocheng Yading Airport,CN,Daocheng County,DCY,,,,
Pryor Field Regional Airport,US,Decatur,DCU,,,,
Duncan Town Airport,BS,,DCT,,,,
Decatur HI-Way Airfield,US,Decatur,DCR,,,,
RAAF Base Curtin,AU,,DCN,,,,
Castres-Mazamet Airport,FR,Castres/Mazamet,DCM,,,,
Dahl Creek Airport,US,Dahl Creek,DCK,,,,
Presidente Itamar Franco Airport,BR,Juiz de Fora,IZA,,,,
Decimomannu Air Base,IT,Decimomannu,DCI,,,,
Dubai Creek SPB,AE,Dubai,DCG,,,,
San Rafael Airport,CL,Los Andes,LOB,,,,
Canefield Airport,DM,Canefield,DCF,,,,
Ronald Reagan Washington National Airport,US,Washington,DCA,,,,
Dalby Airport,AU,,DBY,,,,
Dubrovnik Airport,HR,Dubrovnik,DBV,,,,
Dambulu Oya Tank Seaplane Base,LK,Dambulla,DBU,,,,
Debre Tabor Airport,ET,Debre Tabor,DBT,,,,
Dubois Municipal Airport,US,Dubois,DBS,,,,
Dubuque Regional Airport,US,Dubuque,DBQ,,,,
Debepare Airport,PG,Debepare,DBP,,,,
Dubbo City Regional Airport,AU,Dubbo,DBO,,,,
W H 'Bud' Barron Airport,US,Dublin,DBN,,,,
Debra Marcos Airport,ET,Debra Marcos,DBM,,,,
Teniente Vidal Airport,CL,Coyhaique,GXQ,,,,
Diego Aracena Airport,CL,Iquique,IQQ,,,,
Dutch Bay SPB,LK,Kalpitiya Island,DBK,,,,
Ricardo GarcÃ,CL,El Salvador,ESR,,,,
El Avellano Airport,CL,Frutillar,FRT,,,,
Dhanbad Airport,IN,,DBD,,,,
Baicheng Chang'an Airport,CN,Baicheng,DBC,,,,
FutaleufÃº Airport,CL,Futaleufu,FFU,,,,
MarÃ,CL,Los Angeles,LSQ,,,,
El Alamein International Airport,EG,El Alamein,DBB,,,,
Cochrane Airport,CL,Cochrane,LGR,,,,
Dalbandin Airport,PK,Dalbandin,DBA,,,,
Mataveri Airport,CL,Isla De Pascua,IPC,,,,
Darwaz Airport,AF,Darwaz,DAZ,,,,
James M Cox Dayton International Airport,US,Dayton,DAY,,,,
Dachuan Airport,CN,Dazhou,DAX,,,,
Enrique Malek International Airport,PA,David,DAV,,,,
Daru Airport,PG,Daru,DAU,,,,
Datong Airport,CN,Datong,DAT,,,,
Great Bear Lake Airport,CA,Great Bear Lake,DAS,,,,
Mocopulli Airport,CL,Dalcahue,MHC,,,,
Julius Nyerere International Airport,TZ,Dar es Salaam,DAR,,,,
Darchula Airport,NP,Darchula,DAP,,,,
Dabo Airport,PG,,DAO,,,,
Danville Regional Airport,US,Danville,DAN,,,,
Damascus International Airport,SY,Damascus,DAM,,,,
Dallas Love Field,US,Dallas,DAL,,,,
Dakhla Airport,EG,,DAK,,,,
Barstow Daggett Airport,US,Daggett,DAG,,,,
La Florida Airport,CL,La Serena-Coquimbo,LSC,,,,
Daup Airport,PG,,DAF,,,,
Da Nang International Airport,VN,Da Nang,DAD,,,,
Hazrat Shahjalal International Airport,BD,Dhaka,DAC,,,,
Daytona Beach International Airport,US,Daytona Beach,DAB,,,,
Davison Army Air Field,US,Fort Belvoir,DAA,,,,
Cluny Airport,AU,,CZY,,,,
Changzhou Benniu Airport,CN,Changzhou,CZX,,,,
CzÄ™stochowa-Rudniki,PL,CzÄ™stochowa,CZW,,,,
Las Brujas Airport,CO,Corozal,CZU,,,,
Dimmit County Airport,US,Carrizo Springs,CZT,,,,
ViÃ±a del mar Airport,CL,ViÃ±a Del Mar,KNA,,,,
Cruzeiro do Sul Airport,BR,Cruzeiro Do Sul,CZS,,,,
Cape Pole Seaplane Base,US,Cape Pole,CZP,,,,
Chistochina Airport,US,Chistochina,CZO,,,,
Chisana Airport,US,Chisana,CZN,,,,
Cozumel International Airport,MX,Cozumel,CZM,,,,
Mohamed Boudiaf International Airport,DZ,Constantine,CZL,,,,
Cascade Locks State Airport,US,Cascade Locks,CZK,,,,
CorazÃ³n de JesÃºs Airport,PA,CorazÃ³n de JesÃºs and NarganÃ¡ Islands,CZJ,,,,
Corozal Municipal Airport,BZ,Corozal,CZH,,,,
Cape Romanzof LRRS Airport,US,Cape Romanzof,CZF,,,,
JosÃ© Leonardo Chirinos Airport,VE,Coro,CZE,,,,
Jales Airport,BR,Jales,JLS,,,,
Copper Center 2 Airport,US,Copper Center,CZC,,,,
Carlos Ruhl Airport,BR,Cruz Alta,CZB,,,,
Chichen Itza International Airport,MX,Chichen Itza,CZA,,,,
Cauayan Airport,PH,Cauayan City,CYZ,,,,
Cherskiy Airport,RU,Cherskiy,CYX,,,,
Captain Rogelio Castillo National Airport,MX,Celaya,CYW,,,,
Cuyo Airport,PH,Cuyo,CYU,,,,
Terrace Bay Airport,CA,Terrace Bay,CYTJ,,,,
Yakataga Airport,US,Yakataga,CYT,,,,
Cheyenne Regional Jerry Olson Field,US,Cheyenne,CYS,,,,
Laguna de Los Patos International Airport,UY,Colonia del Sacramento,CYR,,,,
Calbayog Airport,PH,Calbayog City,CYP,,,,
Vilo AcuÃ±a International Airport,CU,Cayo Largo del Sur,CYO,,,,
Chatham Seaplane Base,US,Chatham,CYM,,,,
Coyoles Airport,HN,Coyoles,CYL,,,,
Chiayi Airport,TW,Chiayi City,CYI,,,,
Corryong Airport,AU,,CYG,,,,
Chefornak Airport,US,Chefornak,CYF,,,,
San Ignacio Town (Maya Flats) Airstrip,BZ,Maya Flats,CYD,,,,
Caye Chapel Airport,BZ,Caye Chapel,CYC,,,,
Gerrard Smith International Airport,KY,Cayman Brac,CYB,,,,
Les Cayes Airport,HT,Les Cayes,CYA,,,,
Itaperuna Airport,BR,Itaperuna,ITP,,,,
Cat Cay Airport,BS,North Cat Cay,CXY,,,,
Charters Towers Airport,AU,,CXT,,,,
Cam Ranh Airport,VN,Nha Trang,CXR,,,,
Zona da Mata Regional Airport,BR,Juiz De Fora,IZA,,,,
Christmas Creek Station Airport,AU,Christmas Creek,CXQ,,,,
Tunggul Wulung Airport,ID,Cilacap-Java Island,CXP,,,,
Conroe-North Houston Regional Airport,US,Houston,CXO,,,,
Candala Airport,SO,Candala,CXN,,,,
Seymour Airport,EC,Baltra,GPS,,,,
JosÃ© JoaquÃ,EC,Guayaquil,GYE,,,,
General Villamil Airport,EC,Isabela,IBB,,,,
Jipijapa Airport,EC,Jipijapa,JIP,,,,
Cotopaxi International Airport,EC,Latacunga,LTX,,,,
Jose Maria Velasco Ibarra Airport,EC,MacarÃ¡,MRR,,,,
Camaxilo Airport,AO,Camaxilo,CXM,,,,
General Manuel Serrano Airport,EC,Machala,MCH,,,,
Eloy Alfaro International Airport,EC,Manta,MEC,,,,
Nueva Loja Airport,EC,Lago Agrio,LGQ,,,,
Calexico International Airport,US,Calexico,CXL,,,,
Hugo Cantergiani Regional Airport,BR,Caxias Do Sul,CXJ,,,,
Cassidy International Airport,KI,Banana,CXI,,,,
Santa Rosa International Airport,EC,Santa Rosa,ETR,,,,
Vancouver Harbour Water Aerodrome,CA,Vancouver,CXH,,,,
Coldfoot Airport,US,Coldfoot,CXF,,,,
Chitina Airport,US,Chitina,CXC,,,,
Cox's Bazar Airport,BD,Cox's Bazar,CXB,,,,
Caicara del Orinoco Airport,VE,,CXA,,,,
Cochise County Airport,US,Willcox,CWX,,,,
Corowa Airport,AU,,CWW,,,,
Camilo Ponce Enriquez Airport,EC,La Toma (Catamayo),LOH,,,,
General Rivadeneira Airport,EC,Tachina,ESM,,,,
Cowra Airport,AU,,CWT,,,,
Center Island Airport,US,Center Island,CWS,,,,
Cowarie Airport,AU,,CWR,,,,
Campbellpore Airport,PK,Campbellpore,CWP,,,,
Cardiff International Airport,GB,Cardiff,CWL,,,,
Cangyuan Washan Airport,CN,Cangyuan Va Autonomous County,CWJ,,,,
Clinton Municipal Airport,US,Clinton,CWI,,,,
Chennault International Airport,US,Lake Charles,CWF,,,,
EncarnaciÃ³n Airport,PY,EncarnaciÃ³n,ENO,,,,
Cairo West Airport,EG,El Cairo,CWE,,,,
Filadelfia Airport,PY,Filadelfia,FLM,,,,
Chernivtsi International Airport,UA,Chernivtsi,CWC,,,,
Dr. Luis Maria ArgaÃ±a International Airport,PY,Mariscal Estigarribia,ESG,,,,
Afonso Pena Airport,BR,Curitiba,CWB,,,,
Central Wisconsin Airport,US,Mosinee,CWA,,,,
Corvo Airport,PT,Corvo,CVU,,,,
Coventry Airport,GB,Coventry,CVT,,,,
Cannon Air Force Base,US,Clovis,CVS,,,,
Municipal Bom Futuro Airport,BR,Lucas do Rio Verde,LVR,,,,
Tenente Lund Pressoto Airport,BR,Franca,FRC,,,,
Hughes Airport,US,Culver City,CVR,,,,
Carnarvon Airport,AU,Carnarvon,CVQ,,,,
InÃ¡cio LuÃ,BR,Juara,JUA,,,,
Corvallis Municipal Airport,US,Corvallis,CVO,,,,
Clovis Municipal Airport,US,Clovis,CVN,,,,
General Pedro Jose Mendez International Airport,MX,Ciudad Victoria,CVM,,,,
Cape Vogel Airport,PG,,CVL,,,,
Bauru - Arealva Airport,BR,Bauru,JTC,,,,
General Mariano Matamoros Airport,MX,,CVJ,,,,
Caleta Olivia Airport,AR,Caleta Olivia,CVI,,,,
El Encanto Airport,CO,El Encanto,ECO,,,,
Caviahue Airport,AR,Lafontaine,CVH,,,,
Jurado Airport,CO,Jurado,JUO,,,,
Cincinnati Northern Kentucky International Airport,US,Cincinnati / Covington,CVG,,,,
Courchevel Airport,FR,Courcheval,CVF,,,,
CoveÃ±as Airport,CO,CoveÃ±as,CVE,,,,
Cleve Airport,AU,,CVC,,,,
Chungribu Airport,PG,Chungribu,CVB,,,,
Alejandro Velasco Astete International Airport,PE,Cusco,CUZ,,,,
Cue Airport,AU,,CUY,,,,
Casigua El Cubo Airport,VE,Casigua El Cubo,CUV,,,,
Monterrey Airport,CO,Monterrey,MOY,,,,
Paratebueno Airport,CO,Paratebueno,EUO,,,,
General Roberto Fierro Villalobos International Airport,MX,Chihuahua,CUU,,,,
Cutral-Co Airport,AR,Cutral-Co,CUT,,,,
Hato International Airport,CW,Willemstad,CUR,,,,
Coen Airport,AU,Coen,CUQ,,,,
Codazzi Airport,CO,Hacienda Borrero,DZI,,,,
Las Flores Airport,CO,Codazzi,DZI,,,,
General Francisco BermÃºdez Airport,VE,CarÃºpano,CUP,,,,
CarurÃº Airport,CO,CarurÃº,CUO,,,,
Gilgal Airport,CO,Villa Claret,GGL,,,,
CancÃºn International Airport,MX,CancÃºn,CUN,,,,
CumanÃ¡ (Antonio JosÃ© de Sucre) Airport,VE,,CUM,,,,
Bachigualato Federal International Airport,MX,CuliacÃ¡n,CUL,,,,
Medina Airport,CO,Medina,MND,,,,
Caye Caulker Airport,BZ,Caye Caulker,CUK,,,,
Guacamayas Airport,CO,Guacamayas,GCA,,,,
Culion Airport,PH,Culion Island,CUJ,,,,
Currillo Airport,CO,Currillo,CUI,,,,
Cushing Municipal Airport,US,Cushing,CUH,,,,
El Recreo Airport,CO,Ruperto Polania,ELJ,,,,
El Refugio/La Macarena Airport,CO,La Macarena,LMC,,,,
Cudal Airport,AU,,CUG,,,,
Cuneo International Airport,IT,Cuneo,CUF,,,,
El Charco Airport,CO,El Charco,ECR,,,,
Mosquera Airport,CO,Mosquera,MQR,,,,
Santa BÃ¡rbara Airport,CO,IscuandÃ©,ISD,,,,
Mariscal Lamar Airport,EC,Cuenca,CUE,,,,
Herrera Airport,CO,CampiÃ±a,HRR,,,,
Caloundra Airport,AU,,CUD,,,,
La Primavera Airport,CO,Costa Rica,LPE,,,,
Camilo Daza International Airport,CO,CÃºcuta,CUC,,,,
Monfort Airport,CO,Monfort,MFB,,,,
Morichal Airport,CO,Morichal,MHF,,,,
Jim Hamilton L.B. Owens Airport,US,Columbia,CUB,,,,
La Primavera Airport,CO,La Primavera,LPE,,,,
Ciudad ConstituciÃ³n Airport,MX,Ciudad ConstituciÃ³n,CUA,,,,
Sampson County Airport,US,Clinton,CTZ,,,,
Cross City Airport,US,Cross City,CTY,,,,
Cortland County Chase Field,US,Cortland,CTX,,,,
Chengdu Shuangliu International Airport,CN,Chengdu,CTU,,,,
Le Castellet Airport,FR,Le Castellet,CTT,,,,
New Chitose Airport,JP,Chitose / Tomakomai,CTS,,,,
Las Flores Airport,CO,El Banco,ELB,,,,
Cattle Creek Airport,AU,,CTR,,,,
Santa VitÃ³ria do Palmar Airport,BR,Santa VitÃ³ria Do Palmar,CTQ,,,,
Carutapera Airport,BR,Carutapera,CTP,,,,
Calverton Executive Airpark,US,Calverton,CTO,,,,
Cooktown Airport,AU,,CTN,,,,
Chetumal International Airport,MX,Chetumal,CTM,,,,
Charleville Airport,AU,Charleville,CTL,,,,
Canton Municipal Airport,US,Canton,CTK,,,,
Cuito Cuanavale Airport,AO,Cuito Cuanavale,CTI,,,,
Chester County G O Carlson Airport,US,Coatesville,CTH,,,,
Rafael NuÃ±ez International Airport,CO,Cartagena,CTG,,,,
Coatepeque Airport,GT,Coatepeque,CTF,,,,
Carti Airport,PA,Carti,CTE,,,,
Alonso Valderrama Airport,PA,ChitrÃ©,CTD,,,,
Catamarca Airport,AR,Catamarca,CTC,,,,
Cut Bank International Airport,US,Cut Bank,CTB,,,,
Catania-Fontanarossa Airport,IT,Catania,CTA,,,,
Brigadier D.H.E. Ruiz Airport,AR,Coronel Suarez,CSZ,,,,
El Bagre Airport,CO,El Bagre,EBG,,,,
YariguÃ,CO,Barrancabermeja,EJA,,,,
Gustavo Artunduaga Paredes Airport,CO,Florencia,FLA,,,,
FundaciÃ³n Airport,CO,FundaciÃ³n,FDA,,,,
La Gaviota Airport,CO,,LGT,,,,
Santiago Vila Airport,CO,Girardot,GIR,,,,
Cheboksary Airport,RU,Cheboksary,CSY,,,,
Juan Casiano Airport,CO,Guapi,GPI,,,,
Changsha Huanghua International Airport,CN,Changsha,CSX,,,,
Hato Corozal Airport,CO,Hato Corozal,HTZ,,,,
Perales Airport,CO,IbaguÃ©,IBE,,,,
ChigorodÃ³ Airport,CO,ChigorodÃ³,IGO,,,,
San Luis Airport,CO,Ipiales,IPI,,,,
Crossville Memorial Whitson Field,US,Crossville,CSV,,,,
Santa Cruz do Sul Airport,BR,Santa Cruz Do Sul,CSU,,,,
Caucaya Airport,CO,Puerto LeguÃ,LQM,,,,
Jorge Isaac Airport,CO,La Mina-Maicao,MCJ,,,,
La Pedrera Airport,CO,La Pedrera,LPD,,,,
Alfredo VÃ¡squez Cobo International Airport,CO,Leticia,LET,,,,
Enrique Olaya Herrera Airport,CO,MedellÃ,EOH,,,,
Miraflores Airport,CO,Miraflores,MFS,,,,
Baracoa Airport,CO,MaganguÃ©,MGN,,,,
Montelibano Airport,CO,MontelÃ,MTB,,,,
Los Garzones Airport,CO,MonterÃ,MTR,,,,
Fabio Alberto Leon Bentley Airport,CO,MitÃº,MVP,,,,
Castaway Island Seaplane Base,FJ,Castaway Island,CST,,,,
CassilÃ¢ndia Airport,BR,CassilÃ¢ndia,CSS,,,,
Casuarito Airport,CO,Casuarito,CSR,,,,
Creston Municipal Airport,US,Creston,CSQ,,,,
Cochstedt Airport,DE,Magdeburg,CSO,,,,
Carson Airport,US,Carson City,CSN,,,,
Clinton Sherman Airport,US,Clinton,CSM,,,,
Cap Skirring Airport,SN,Cap Skirring,CSK,,,,
Casino Airport,AU,,CSI,,,,
Lac William,NA,CA-QC,CSH5,,,,
Solovki Airport,RU,Solovetsky Islands,CSH,,,,
Columbus Metropolitan Airport,US,Columbus,CSG,,,,
Creil Air Base,FR,Creil,CSF,,,,
Crested Butte Airpark,US,Crested Butte,CSE,,,,
Cresswell Downs Airport,AU,Cresswell Downs,CSD,,,,
Mojica Airport,CR,CaÃ±as,CSC,,,,
CaransebeÅŸ Airport,RO,CaransebeÅŸ,CSB,,,,
Colonsay Airstrip,GB,Colonsay,CSA,,,,
Turkmenabat Airport,TM,TÃ¼rkmenabat,CRZ,,,,
Mariquita Airport,CO,Mariquita,MQU,,,,
Jose Maria CÃ³rdova International Airport,CO,MedellÃ,MDE,,,,
Carlton Hill Airport,AU,Carlton Hill,CRY,,,,
Roscoe Turner Airport,US,Corinth,CRX,,,,
Yeager Airport,US,Charleston,CRW,,,,
Crotone Airport,IT,Crotone,CRV,,,,
Lauriston Airport,GD,Carriacou Island,CRU,,,,
Z M Jack Stell Field,US,Crossett,CRT,,,,
C David Campbell Field Corsicana Municipal Airport,US,Corsicana,CRS,,,,
Ceres Airport,AR,Ceres,CRR,,,,
Caravelas Airport,BR,Caravelas,CRQ,,,,
Corpus Christi International Airport,US,Corpus Christi,CRP,,,,
Corcoran Airport,US,Corcoran,CRO,,,,
Catarman National Airport,PH,Catarman,CRM,,,,
Brussels South Charleroi Airport,BE,Brussels,CRL,,,,
Diosdado Macapagal International Airport,PH,Angeles/Mabalacat,CRK,,,,
Coorabie Airport,AU,Coorabie,CRJ,,,,
Colonel Hill Airport,BS,Colonel Hill,CRI,,,,
Cherrabah Airport,AU,Cherrabah Homestead Resort,CRH,,,,
Jacksonville Executive at Craig Airport,US,Jacksonville,CRG,,,,
Carnot Airport,CF,Carnot,CRF,,,,
Grand Strand Airport,US,North Myrtle Beach,CRE,,,,
General E. Mosconi Airport,AR,Comodoro Rivadavia,CRD,,,,
Santa Ana Airport,CO,Cartago,CRC,,,,
Collarenebri Airport,AU,,CRB,,,,
Craiova Airport,RO,Craiova,CRA,,,,
El Yopal Airport,CO,El Yopal,EYP,,,,
Monteagudo Airport,BO,El BaÃ±ado,MHW,,,,
Caquetania Airport,CO,Caquetania,CQT,,,,
Costa Marques Airport,BR,Costa Marques,CQS,,,,
Cape Flattery Airport,AU,,CQP,,,,
Ciudad Real Central Airport,ES,Ciudad Real,CQM,,,,
Calais-Dunkerque Airport,FR,Calais/Dunkerque,CQF,,,,
Shahrekord Airport,IR,Shahrekord,CQD,,,,
Canarana Airport,BR,Canarana,CQA,,,,
Benjamin Rivera Noriega Airport,PR,Culebra Island,CPX,,,,
Presidente JoÃ£o Suassuna Airport,BR,Campina Grande,CPV,,,,
Cururupu Airport,BR,Cururupu,CPU,,,,
Cape Town International Airport,ZA,Cape Town,CPT,,,,
CapitÃ¡n de Av. Emilio BeltrÃ¡n Airport,BO,GuayaramerÃ,GYA,,,,
St Louis Downtown Airport,US,Cahokia/St Louis,CPS,,,,
Casper-Natrona County International Airport,US,Casper,CPR,,,,
Amarais Airport,BR,Campinas,CPQ,,,,
Coposa Airport,CL,Pica,CPP,,,,
Desierto de Atacama Airport,CL,Copiapo,CPO,,,,
El Alto International Airport,BO,La Paz / El Alto,LPB,,,,
Magdalena Airport,BO,Magdalena,MGD,,,,
Cape Rodney Airport,PG,Cape Rodney,CPN,,,,
Compton Woodley Airport,US,Compton,CPM,,,,
Chaparral Airport,CO,Chaparral,CPL,,,,
Cape Orford Airport,PG,,CPI,,,,
Copenhagen Kastrup Airport,DK,Copenhagen,CPH,,,,
Carmen De Patagones Airport,AR,Carmen de Patagones,CPG,,,,
Ngloram Airport,ID,Tjepu-Java Island,CPF,,,,
Ingeniero Alberto AcuÃ±a Ongay International Airport,MX,Campeche,CPE,,,,
Coober Pedy Airport,AU,,CPD,,,,
Aviador C. Campos Airport,AR,Chapelco/San Martin de los Andes,CPC,,,,
CapurganÃ¡ Airport,CO,CapurganÃ¡,CPB,,,,
Cape Palmas Airport,LR,Harper,CPA,,,,
Constanza - ExpediciÃ³n 14 de Junio National Airport,DO,Costanza,COZ,,,,
San MatÃ,BO,San MatÃ,MQK,,,,
Coolawanyah Airport,AU,Coolawanyah Station,COY,,,,
Tambillos Airport,CL,Coquimbo,COW,,,,
Columbia Regional Airport,US,Columbia,COU,,,,
Cotulla-La Salle County Airport,US,Cotulla,COT,,,,
City of Colorado Springs Municipal Airport,US,Colorado Springs,COS,,,,
Ingeniero Ambrosio Taravella Airport,AR,Cordoba,COR,,,,
Choibalsan Airport,MN,,COQ,,,,
Cooperstown-Westville Airport,US,Cooperstown,COP,,,,
Cadjehoun Airport,BJ,Cotonou,COO,,,,
Concord Municipal Airport,US,Concord,CON,,,,
Coleman Municipal Airport,US,Coleman,COM,,,,
Coll Airport,GB,Coll Island,COL,,,,
Moengo Airstrip,SR,Moengo,MOJ,,,,
Nieuw Nickerie Airport,SR,Nieuw Nickerie,ICK,,,,
Cochin International Airport,IN,Kochi,COK,,,,
Coonabarabran Airport,AU,,COJ,,,,
Merritt Island Airport,US,Merritt Island,COI,,,,
Cooch Behar Airport,IN,,COH,,,,
Mandinga Airport,CO,Condoto,COG,,,,
Patrick Air Force Base,US,Cocoa Beach,COF,,,,
Coeur D'Alene - Pappy Boyington Field,US,Coeur d'Alene,COE,,,,
Yellowstone Regional Airport,US,Cody,COD,,,,
Comodoro Pierrestegui Airport,AR,Concordia,COC,,,,
Coolibah Airport,AU,Coolibah,COB,,,,
Columbia Airport,US,Columbia,COA,,,,
Cangamba Airport,AO,Cangamba,CNZ,,,,
Canyonlands Field,US,Moab,CNY,,,,
Chiang Mai International Airport,TH,Chiang Mai,CNX,,,,
TSTC Waco Airport,US,Waco,CNW,,,,
QuÃ©bec / Neuville Airport,CA,Neuville,CNV9,,,,
SÃ³crates Rezende Airport,BR,Canavieiras,CNV,,,,
Chanute Martin Johnson Airport,US,Chanute,CNU,,,,
Charata Airport,AR,Charata,CNT,,,,
Cairns International Airport,AU,Cairns,CNS,,,,
ChaÃ±aral Airport,CL,ChaÃ±aral,CNR,,,,
Corrientes Airport,AR,Corrientes,CNQ,,,,
Leopoldina Airport,BR,Leopoldina,LEP,,,,
Neerlerit Inaat Airport,GL,Neerlerit Inaat,CNP,,,,
Chino Airport,US,Chino,CNO,,,,
Kannur International Airport,IN,Kannur,CNN,,,,
Cavern City Air Terminal,US,Carlsbad,CNM,,,,
Sindal Airport,DK,Sindal,CNL,,,,
Blosser Municipal Airport,US,Concordia,CNK,,,,
Guarapari Airport,BR,Guarapari,GUZ,,,,
Guadalupe Airport,BR,Guadalupe,GDP,,,,
Guanambi Airport,BR,Guanambi,GNM,,,,
Cloncurry Airport,AU,Cloncurry,CNJ,,,,
Changhai Airport,CN,Changhai,CNI,,,,
Itabuna Airport,BR,Itabuna,ITN,,,,
IrecÃª Airport,BR,IrecÃª,IRE,,,,
Claremont Municipal Airport,US,Claremont,CNH,,,,
Cognac-ChÃ¢teaubernard (BA 709) Air Base,FR,Cognac/ChÃ¢teaubernard,CNG,,,,
IpiaÃº Airport,BR,IpiaÃº,IPU,,,,
Jacobina Airport,BR,Jacobina,JCM,,,,
JoÃ£o Durval Carneiro Airport,BR,Feira De Santana,FEC,,,,
JequiÃ© Airport,BR,JequiÃ©,JEQ,,,,
JanuÃ¡ria Airport,BR,JanuÃ¡ria,JNA,,,,
Prefeito OctÃ¡vio de Almeida Neves Airport,BR,SÃ£o JoÃ£o Del Rei,JDR,,,,
Tancredo Neves International Airport,BR,Belo Horizonte,CNF,,,,
Fremont County Airport,US,CaÃ±on City,CNE,,,,
Mihail KogÄƒlniceanu International Airport,RO,ConstanÅ£a,CND,,,,
Coconut Island Airport,AU,,CNC,,,,
Coonamble Airport,AU,,CNB,,,,
Monte Alegre Airport,BR,Monte Alegre,MTE,,,,
Cananea National Airport,MX,Cananea,CNA,,,,
Pg&E,NA,US-CA,CN34,,,,
Mucuri Airport,BR,Mucuri,MVS,,,,
Caia Airport,MZ,Caia,CMZ,,,,
Sparta Fort Mc Coy Airport,US,Sparta,CMY,,,,
Houghton County Memorial Airport,US,Hancock,CMX,,,,
Ignacio Agramonte International Airport,CU,Camaguey,CMW,,,,
Coromandel Aerodrome,NZ,,CMV,,,,
Chimbu Airport,PG,Kundiawa,CMU,,,,
New CametÃ¡ Airport,BR,CametÃ¡,CMT,,,,
Scusciuban Airport,SO,Scusciuban,CMS,,,,
FeijÃ³ Airport,BR,FeijÃ³,FEJ,,,,
Colmar-Houssen Airport,FR,Colmar/Houssen,CMR,,,,
Clermont Airport,AU,,CMQ,,,,
Santana do Araguaia Airport,BR,Santana Do Araguaia,CMP,,,,
Obbia Airport,SO,Obbia,CMO,,,,
Mohammed V International Airport,MA,Casablanca,CMN,,,,
Carmelita Airport,GT,Carmelita,CMM,,,,
Camooweal Airport,AU,,CML,,,,
Club Makokola Airport,MW,Club Makokola,CMK,,,,
Chi Mei Airport,TW,Chi Mei,CMJ,,,,
University of Illinois Willard Airport,US,Champaign/Urbana,CMI,,,,
Cangapara Airport,BR,Floriano,FLB,,,,
John Glenn Columbus International Airport,US,Columbus,CMH,,,,
CorumbÃ¡ International Airport,BR,CorumbÃ¡,CMG,,,,
ChambÃ©ry-Savoie Airport,FR,ChambÃ©ry/Aix-les-Bains,CMF,,,,
Ciudad del Carmen International Airport,MX,Ciudad del Carmen,CME,,,,
Cootamundra Airport,AU,,CMD,,,,
Camocim Airport,BR,Camocim,CMC,,,,
Bandaranaike International Colombo Airport,LK,Colombo,CMB,,,,
Cunnamulla Airport,AU,,CMA,,,,
Calabozo Airport,VE,Guarico,CLZ,,,,
Calvi-Sainte-Catherine Airport,FR,Calvi/Sainte-Catherine,CLY,,,,
Clorinda Airport,AR,Clorinda,CLX,,,,
Clearwater Air Park,US,Clearwater,CLW,,,,
Nelson Ribeiro GuimarÃ£es Airport,BR,Caldas Novas,CLV,,,,
Columbus Municipal Airport,US,Columbus,CLU,,,,
Charlotte Douglas International Airport,US,Charlotte,CLT,,,,
Chehalis Centralia Airport,US,Chehalis,CLS,,,,
Cliff Hatfield Memorial Airport,US,Calipatria,CLR,,,,
Licenciado Miguel de la Madrid Airport,MX,Colima,CLQ,,,,
Clarks Point Airport,US,Clarks Point,CLP,,,,
Alfonso Bonilla Aragon International Airport,CO,Cali,CLO,,,,
Brig. Lysias Augusto Rodrigues Airport,BR,Carolina,CLN,,,,
AgropecuÃ¡ria Castanhais Airport,BR,Cumaru Do Norte,ITI,,,,
AntÃ´nio Guerreiro Airport,BR,GuimarÃ£es,GMS,,,,
William R Fairchild International Airport,US,Port Angeles,CLM,,,,
ItuberÃ¡ Airport,BR,ItuberÃ¡,ITE,,,,
Easterwood Field,US,College Station,CLL,,,,
Gatokae Airport,SB,Gatokae,GTA,,,,
Clinton Regional Airport,US,Clinton,CLK,,,,
Cluj-Napoca International Airport,RO,Cluj-Napoca,CLJ,,,,
Grand-Santi Airport,GF,Grand-Santi,GSI,,,,
